date,county,year,T_day
2022-10-08,Roanoke,2022,20.768146097417056
2022-10-08,Alleghany,2022,13.205505013736657
2022-10-08,Amherst,2022,16.274158260608633
2022-10-08,Franklin,2022,17.410089778302556
2022-10-08,Roanoke,2022,15.422396701733907
2022-10-08,Fairfax,2022,18.464108689561467
2022-10-08,Richmond,2022,17.67703000175302
2022-10-08,Accomack,2022,18.08164753097015
2022-10-08,Albemarle,2022,16.999502656925948
2022-10-08,Amelia,2022,18.11939848413168
2022-10-08,Alexandria,2022,20.291138671420853
2022-10-08,Fairfax,2022,19.03814132681829
2022-10-08,Franklin,2022,19.945208816705364
2022-10-08,Richmond,2022,20.351731491156805
2022-10-22,Roanoke,2022,20.553474708863867
2022-10-22,Alleghany,2022,16.484382467243787
2022-10-22,Amherst,2022,19.44698314620792
2022-10-22,Franklin,2022,19.27242507164848
2022-10-22,Roanoke,2022,17.894087262633875
2022-10-22,Fairfax,2022,18.2899424170018
2022-10-22,Richmond,2022,18.379051856201883
2022-10-22,Accomack,2022,18.78791447213476
2022-10-22,Albemarle,2022,19.603043595241687
2022-10-22,Amelia,2022,19.42984120119882
2022-10-22,Alexandria,2022,20.047944345399618
2022-10-22,Fairfax,2022,19.288504040593903
2022-10-22,Franklin,2022,21.479509860788905
2022-10-22,Richmond,2022,21.27444719092516
2022-10-29,Roanoke,2022,21.745104415526047
2022-10-29,Alleghany,2022,16.691281319413232
2022-10-29,Amherst,2022,19.733586410275663
